dataset,instance_id,true_label,experiment,repeat,trace_idx,use_memory,diagnosis,parse_success,rationale,evidence_json,grounded_rate,contradiction_rate,unsupported_rate,invalid_feature_claims,verifiable_claims,endpoint,input_tokens,output_tokens,latency_s,cost_usd,success,temporal_version,unit,window_order,window_start,window_end,rul_end
nasa_fd001,u005_e0250,degraded,temporal_stability,0,1,True,degraded,True,"Elevated positive slopes on s14, s9, and s15, along with a negative s20_z_last, align strongly with degraded training references, indicating system deterioration rather than healthy operation.","[{""feature"": ""s14_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s9_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s15_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s20_z_last"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,191,2.895719496998936,0.00072,True,major_revision_v2_temporal_transition,5,4,201,250,19
nasa_fd001,u005_e0250,degraded,temporal_stability,0,2,True,degraded,True,"Elevated positive slopes in sensors s9, s14, and s15 indicate degradation trends, while the negative s21_z_last supports abnormal behavior, collectively signaling a degraded health state.","[{""feature"": ""s9_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s15_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s21_z_last"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,189,2.7728043509996496,0.0007168,True,major_revision_v2_temporal_transition,5,4,201,250,19
nasa_fd001,u005_e0250,degraded,temporal_stability,0,3,True,degraded,True,"High positive slopes in s9, s14, and s15 indicate worsening conditions consistent with degraded engines; negative s21_z_last aligns with degradation patterns in training references.","[{""feature"": ""s9_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s15_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s21_z_last"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,186,2.836689433999709,0.000712,True,major_revision_v2_temporal_transition,5,4,201,250,19
nasa_fd001,u005_e0250,degraded,temporal_stability,0,4,True,degraded,True,"Elevated positive slopes in s9, s14, and s15 sensors indicate degradation trends. Negative s21_z_last further supports degradation, consistent with similar degraded training references.","[{""feature"": ""s9_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s15_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s21_z_last"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,187,2.8932230649988924,0.0007136,True,major_revision_v2_temporal_transition,5,4,201,250,19
nasa_fd001,u005_e0260,degraded,temporal_stability,0,0,True,degraded,True,"Significant positive slopes in s3 and s15, along with negative slopes in s21 and s12, match degraded training patterns, indicating sensor trends consistent with degradation rather than normal healthy operation.","[{""feature"": ""s3_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s15_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s21_slope"", ""direction"": ""negative"", ""importance"": ""medium""}, {""feature"": ""s12_slope"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,191,3.080544470001769,0.00072,True,major_revision_v2_temporal_transition,5,5,211,260,9
nasa_fd001,u005_e0260,degraded,temporal_stability,0,1,True,degraded,True,"Elevated positive slopes in s3 and s15 and negative slopes in s21 and s12 match degraded patterns in training references, indicating deterioration rather than healthy operation.","[{""feature"": ""s3_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s15_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s21_slope"", ""direction"": ""negative"", ""importance"": ""medium""}, {""feature"": ""s12_slope"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,185,2.809527512999921,0.0007104,True,major_revision_v2_temporal_transition,5,5,211,260,9
nasa_fd001,u005_e0260,degraded,temporal_stability,0,2,True,degraded,True,"Positive slopes in s3 and s15 combined with negative slopes in s21 and s12 align with patterns seen in degraded conditions, indicating sensor trends consistent with degradation rather than normal healthy operation.","[{""feature"": ""s3_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s15_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s21_slope"", ""direction"": ""negative"", ""importance"": ""medium""}, {""feature"": ""s12_slope"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,190,2.7431475640005374,0.0007184,True,major_revision_v2_temporal_transition,5,5,211,260,9
nasa_fd001,u005_e0260,degraded,temporal_stability,0,3,True,degraded,True,"Significant positive slopes in s3 and elevated s14 indicate degradation trends. Negative s21 delta mean aligns with degraded training references, confirming early fault development consistent with degraded condition.","[{""feature"": ""s3_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_z_last"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s21_delta_mean"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,3,responses,1036,159,2.878076532000705,0.0006688,True,major_revision_v2_temporal_transition,5,5,211,260,9
nasa_fd001,u005_e0260,degraded,temporal_stability,0,4,True,degraded,True,"Elevated positive slopes in s3, s15, and s9 sensors align with degraded training references, indicating progressive wear or faults. These features strongly suggest a degraded health state rather than healthy.","[{""feature"": ""s3_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s15_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s9_slope"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,3,responses,1036,163,2.0984231830007047,0.0006752,True,major_revision_v2_temporal_transition,5,5,211,260,9
nasa_fd001,u011_e0190,healthy,temporal_stability,0,0,True,healthy,True,"Key sensor features s3_z_last and s14_z_last are positively elevated but moderate, matching healthy training patterns. Moderate positive s9_slope and negative s7_slope do not strongly indicate degradation. Overall, sensor trends align more closely with healthy conditions.","[{""feature"": ""s3_z_last"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_z_last"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s9_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s7_slope"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1034,204,2.9411029540024174,0.00074,True,major_revision_v2_temporal_transition,11,1,141,190,50
nasa_fd001,u011_e0190,healthy,temporal_stability,0,1,True,degraded,True,"Elevated positive values in s14_delta_mean and s14_slope, along with increased s9_delta_mean and s9_slope, indicate sensor trends typical of degradation, consistent with a degraded training reference pattern.","[{""feature"": ""s14_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s9_delta_mean"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s9_slope"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1034,195,3.637965499001439,0.0007256,True,major_revision_v2_temporal_transition,11,1,141,190,50
nasa_fd001,u011_e0190,healthy,temporal_stability,0,2,True,healthy,True,"Key features (s3_z_last, s14_z_last) are positively elevated but below degraded training references, aligning closer with healthy profiles. Moderate positive s9_slope supports stable condition. No strong negative trends indicate degradation.","[{""feature"": ""s3_z_last"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_z_last"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s9_slope"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,3,responses,1034,169,2.9690632750025543,0.000684,True,major_revision_v2_temporal_transition,11,1,141,190,50
nasa_fd001,u011_e0190,healthy,temporal_stability,0,3,True,degraded,True,"Elevated positive values in s9 and s14 delta_mean and slopes indicate worsening trends, consistent with degradation patterns observed in training references labeled degraded.","[{""feature"": ""s9_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s9_slope"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1034,181,2.6117121779971058,0.0007032,True,major_revision_v2_temporal_transition,11,1,141,190,50
nasa_fd001,u011_e0190,healthy,temporal_stability,0,4,True,degraded,True,"High positive values in key degradation-related features s9_delta_mean, s14_delta_mean, s14_slope, and s9_slope indicate sensor trends consistent with known degraded engine states in prior data.","[{""feature"": ""s9_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s9_slope"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1034,193,2.9189554320000752,0.0007224,True,major_revision_v2_temporal_transition,11,1,141,190,50
nasa_fd001,u011_e0200,healthy,temporal_stability,0,0,True,degraded,True,"Elevated positive slopes and delta means in s14 and s9, combined with a negative slope in s21, match degraded training patterns, indicating early performance decline despite no RUL provided.","[{""feature"": ""s14_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s9_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s21_slope"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,190,2.94446047800011,0.0007184,True,major_revision_v2_temporal_transition,11,2,151,200,40
nasa_fd001,u011_e0200,healthy,temporal_stability,0,1,True,degraded,True,"Elevated positive slopes and delta means in sensors s14, s9, and s6 indicate degradation trends. Negative slope in s21 aligns with degraded references, supporting the diagnosis despite no RUL data.","[{""feature"": ""s14_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s9_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s6_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s21_slope"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,193,3.2856765359974816,0.0007232,True,major_revision_v2_temporal_transition,11,2,151,200,40
nasa_fd001,u011_e0200,healthy,temporal_stability,0,2,True,degraded,True,"Elevated positive trends in s14_delta_mean and s14_slope and s9_slope, along with negative s21_slope, align with degraded patterns in training references, indicating early degradation despite some sensor values near zero.","[{""feature"": ""s14_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s9_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s21_slope"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,198,4.694152550997387,0.0007312,True,major_revision_v2_temporal_transition,11,2,151,200,40
nasa_fd001,u011_e0200,healthy,temporal_stability,0,3,True,degraded,True,"Elevated positive trends in s14 features and s9 slope, combined with negative s21 slope, align with known degraded patterns in training data, indicating component wear or fault progression.","[{""feature"": ""s14_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s9_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s21_slope"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,188,3.4263728960031585,0.0007152,True,major_revision_v2_temporal_transition,11,2,151,200,40
nasa_fd001,u011_e0200,healthy,temporal_stability,0,4,True,degraded,True,"Elevated positive slopes and delta means in sensors s14, s9, and s15 indicate degradation patterns similar to degraded training references. Negative s21_slope further supports this status, consistent with known fault trends.","[{""feature"": ""s14_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s9_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s15_delta_mean"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s21_slope"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,195,2.9365015129988024,0.0007264,True,major_revision_v2_temporal_transition,11,2,151,200,40
nasa_fd001,u011_e0210,degraded,temporal_stability,0,0,True,degraded,True,"Elevated s14_delta_mean and positive s9_slope indicate abnormal sensor trends similar to degraded references. The strongly negative s21_z_last also aligns with degradation patterns seen in training data, supporting a degraded classification.","[{""feature"": ""s14_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s21_z_last"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s9_slope"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,3,responses,1036,167,3.18791326399878,0.0006816,True,major_revision_v2_temporal_transition,11,3,161,210,30
nasa_fd001,u011_e0210,degraded,temporal_stability,0,1,True,degraded,True,"Elevated positive values in s14_delta_mean and s9_slope combined with a negative s21_slope match degraded training references, indicating system degradation rather than healthy state.","[{""feature"": ""s14_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s9_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s21_slope"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,3,responses,1036,159,2.3280222329995013,0.0006688,True,major_revision_v2_temporal_transition,11,3,161,210,30
nasa_fd001,u011_e0210,degraded,temporal_stability,0,2,True,degraded,True,Elevated positive values in s14_delta_mean and s14_slope combined with negative s21_z_last and s21_slope indicate degradation patterns consistent with training references labeled degraded.,"[{""feature"": ""s14_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s21_z_last"", ""direction"": ""negative"", ""importance"": ""medium""}, {""feature"": ""s21_slope"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,188,3.625952490998316,0.0007152,True,major_revision_v2_temporal_transition,11,3,161,210,30
nasa_fd001,u011_e0210,degraded,temporal_stability,0,3,True,degraded,True,"Elevated positive values in s14 features and negative values in s21 features align with degraded training references, indicating sensor trends consistent with degradation rather than a healthy state.","[{""feature"": ""s14_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s21_z_last"", ""direction"": ""negative"", ""importance"": ""medium""}, {""feature"": ""s21_slope"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,185,2.463431339998351,0.0007104,True,major_revision_v2_temporal_transition,11,3,161,210,30
nasa_fd001,u011_e0210,degraded,temporal_stability,0,4,True,degraded,True,"Elevated positive values in s14_delta_mean and s14_slope combined with positive s9_delta_mean and negative s21_slope align with degraded training patterns, indicating deterioration in engine health.","[{""feature"": ""s14_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s9_delta_mean"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s21_slope"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,191,2.836393438999949,0.00072,True,major_revision_v2_temporal_transition,11,3,161,210,30
nasa_fd001,u011_e0220,degraded,temporal_stability,0,0,True,degraded,True,"Elevated positive slopes and delta means in sensors s9, s14, and s17 indicate degradation trends consistent with similar degraded training references, while negative slope in s21 supports abnormal sensor behavior.","[{""feature"": ""s9_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s17_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s21_slope"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,191,2.601228978001018,0.00072,True,major_revision_v2_temporal_transition,11,4,171,220,20
nasa_fd001,u011_e0220,degraded,temporal_stability,0,1,True,degraded,True,"Elevated positive trends in s9_delta_mean, s14_slope, and s17_slope indicate sensor degradation patterns similar to known degraded references, while negative s21_slope supports deviation from healthy baseline.","[{""feature"": ""s9_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s17_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s21_slope"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,194,2.7274754220015893,0.0007248,True,major_revision_v2_temporal_transition,11,4,171,220,20
nasa_fd001,u011_e0220,degraded,temporal_stability,0,2,True,degraded,True,"Elevated positive values in key degradation-related features s9_delta_mean and s14_delta_mean match degraded training references, supported by positive s17_delta_mean and negative s21_slope indicating progressing wear. These sensor abnormalities collectively indicate a degraded engine health state.","[{""feature"": ""s9_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s17_delta_mean"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s21_slope"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,203,4.490399784997862,0.0007392,True,major_revision_v2_temporal_transition,11,4,171,220,20
nasa_fd001,u011_e0220,degraded,temporal_stability,0,3,True,degraded,True,"Elevated positive slopes and delta means in sensors s9, s14, and s17 indicate progressive degradation trends consistent with known degraded references. The negative slope in s21 supports abnormal behavior, reinforcing the degraded diagnosis.","[{""feature"": ""s9_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s17_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s21_slope"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,195,2.9345606269998825,0.0007264,True,major_revision_v2_temporal_transition,11,4,171,220,20
nasa_fd001,u011_e0220,degraded,temporal_stability,0,4,True,degraded,True,"Elevated positive slopes and delta means in sensors s9, s14, and s17 indicate degradation patterns similar to known degraded references, while negative slope in s21 supports abnormal behavior consistent with degraded health state.","[{""feature"": ""s9_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s17_slope"", ""direction"": ""positive"", ""importance"": ""medium""}, {""feature"": ""s21_slope"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,194,2.525820710998232,0.0007248,True,major_revision_v2_temporal_transition,11,4,171,220,20
nasa_fd001,u011_e0230,degraded,temporal_stability,0,0,True,degraded,True,"Elevated positive trends in s9 and s14 features align with degraded training references, indicating sensor degradation consistent with health-state decline.","[{""feature"": ""s9_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s9_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_slope"", ""direction"": ""positive"", ""importance"": ""high""}]",1.0,0.0,0.0,0,4,responses,1036,178,3.624081596997712,0.0006992000000000001,True,major_revision_v2_temporal_transition,11,5,181,230,10
nasa_fd001,u011_e0230,degraded,temporal_stability,0,1,True,degraded,True,"High positive values in s9 and s14 delta_mean and slopes align closely with degraded training references, indicating worsening sensor trends consistent with degradation.","[{""feature"": ""s9_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s9_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_slope"", ""direction"": ""positive"", ""importance"": ""high""}]",1.0,0.0,0.0,0,4,responses,1036,180,2.3796037760002946,0.0007024,True,major_revision_v2_temporal_transition,11,5,181,230,10
nasa_fd001,u011_e0230,degraded,temporal_stability,0,2,True,degraded,True,"Elevated positive values in s9, s14 delta mean and slopes indicate degradation patterns consistent with similar degraded training examples, supporting a degraded diagnosis.","[{""feature"": ""s9_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s17_slope"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,181,2.9096845049971307,0.0007040000000000001,True,major_revision_v2_temporal_transition,11,5,181,230,10
nasa_fd001,u011_e0230,degraded,temporal_stability,0,3,True,degraded,True,"Elevated positive slopes and delta means in sensors s9, s14, and s17 match degraded reference patterns, indicating abnormal wear or damage consistent with a degraded health state.","[{""feature"": ""s9_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s17_slope"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,187,2.3551576179997937,0.0007136,True,major_revision_v2_temporal_transition,11,5,181,230,10
nasa_fd001,u011_e0230,degraded,temporal_stability,0,4,True,degraded,True,"Elevated positive values and slopes in s9, s14, and s17 sensors match patterns from degraded references, indicating component wear or fault progression.","[{""feature"": ""s9_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_delta_mean"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s14_slope"", ""direction"": ""positive"", ""importance"": ""high""}, {""feature"": ""s17_slope"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1036,182,4.732617825000489,0.0007056,True,major_revision_v2_temporal_transition,11,5,181,230,10
